type	index	image	question	A	B	C	D	answer
pg	718	data/figure/pg/2022-10-10--医疗器械-乐普医疗-国产心血管平台型企业，创新产品布局加速_page9_图表132018年国内起搏器产品竞争格局.jpg	根据图中的市场份额占比情况，美敦力与雅培的市场份额差距是多少百分点？	14个百分点	29个百分点	34个百分点	43个百分点	A
pg	719	data/figure/pg/2023-07-13--专用设备-日联科技-工业X射线检测装备国内龙头，突破射线源加速成长_page9_图6日联科技2022年检测设备收入占比86.jpg	电子制造及集成电路检测设备的收入占比是多少？	43.30%	27.00%	15.40%	12.40%	A
pg	720	data/figure/pg/2024-01-09--酿酒行业-今世缘-稳中求进，蓄力后百亿新征程_page22_图312021年江苏省内竞争格局.jpg	根据饼图，江苏省内竞争格局中市场份额最大的企业是？	洋河（含双沟）	五粮液	今世缘	泸州老窖	A
pg	721	data/figure/pg/2022-10-19--中药-康缘药业-公司首次覆盖报告：创新引领发展，注射焕发生机，基药驱动新增长_page15_图16桂枝茯苓胶囊主要在三级医院销售基层有较大扩展空间.jpg	如果三级医院的市场份额增长10%，其新的市场份额将变为多少？	63.09%	53.09%	43.09%	73.09%	A
pg	722	data/figure/pg/2023-08-07--文化传媒-壹网壹创-投资价值分析报告：持续拓展合作品类、品牌，头部电商服务商市场份额有望进一步提升_page5_图42022年中国品牌电商服务客户行业分布.jpg	根据图中数据，哪个行业的市场份额最大？	美妆	鞋服	3C家电	食品饮料	A
pg	723	data/figure/pg/2022-10-21--医疗器械-华大智造-国产基因测序龙头，未来市场增量可期_page14_图18全球基因测序仪器市场竞争格局.jpg	如果Illumina的市场份额减少5%，其新的市场份额将变为多少？	78.90%	73.90%	76.90%	74.90%	A
pg	724	data/figure/pg/2024-02-19--通用设备-巨星科技-OBM与ODM双轮驱动，领跑国内工具行业全球化布局_page15_.jpg	根据饼图，企业“史丹利百得”的市场份额与企业“TTI”相比，多出或少了多少个百分点？	3.80%	4.20%	5.00%	6.00%	A
pg	725	data/figure/pg/2023-12-01--化学制品-华盛锂电-电解液添加剂龙头，积极布局新业务寻找盈利增量_page8_图12电解液成分质量拆分.jpg	根据图中的电解液成分占比情况，添加剂与锂盐的占比差距是多少？	8%	4%	2%	6%	A
pg	726	data/figure/pg/2023-01-08--中药-红日药业-中药配方颗粒行业领先，药械全面发展_page12_图中国医院分布家.jpg	根据图中的医院分布情况，综合医院的占比是多少？	57%	25%	13%	2%	A
pg	727	data/figure/pg/2023-12-26--电子化学品-广钢气体-国内电子大宗气体龙头，发力布局电子特气业务_page32_图35集成电路制造领域公司中标产能内资第一20182022M9.jpg	如果广钢气体的市场份额增加5个百分点，其新份额是多少？	31.20%	36.20%	41.20%	46.20%	A
pg	728	data/figure/pg/2023-01-06--半导体-杰华特-国内稀缺的虚拟IDM模拟芯片龙头_page19_图表472022年通讯是模拟芯片最大下游应用赛道.jpg	根据图中的业务占比情况，'Communications'的占比为多少？	32%	25%	20%	15%	A
pg	729	data/figure/pg/2022-11-17--化肥行业-三孚股份-产业布局不断优化，三氯氢硅高景气延续_page20_图表53硫酸钾下游应用分布.jpg	如果将硫酸钾下游应用中的'其他'和'种植'合并，其总占比将达到多少？	27%	37%	47%	57%	A
pg	730	data/figure/pg/2023-02-22--软件开发-金山办公-国产办公软件龙头，订阅和信创打开长期增长空间_page8_图表12C端收入是公司的基本盘截至2022年Q3.jpg	根据图中的业务占比情况，个人订阅的占比为多少？	52%	23%	17%	8%	A
pg	731	data/figure/pg/2022-12-12--造纸印刷-博汇纸业-白卡价格触底，静待吨盈利修复_page1_图42021年各产品营收占比.jpg	根据图中的业务占比情况，白纸板的占比是箱板纸的多少倍？	7.85倍	8.04倍	7.93倍	8.25倍	A
pg	732	data/figure/pg/2023-06-12--农药兽药-绿亨科技-农药+种子双驱动企业研究_page14_图表23中国2022年各类农作物种植面积及占比.jpg	根据饼图，粮食类作物的种植面积占比是多少？	25.50%	30.30%	69.70%	17.50%	C
pg	733	data/figure/pg/2023-12-01--化学制品-华盛锂电-电解液添加剂龙头，积极布局新业务寻找盈利增量_page12_图252022年电解液添加剂VC企业竞争格局.jpg	2022年电解液添加剂VC市场中，永太科技的市场份额与新宙邦相比如何？	永太科技的市场份额是新宙邦的3倍	永太科技的市场份额是新宙邦的2倍	永太科技的市场份额是新宙邦的1.5倍	永太科技的市场份额是新宙邦的1倍	B
pg	734	data/figure/pg/2023-02-27--电子元件-杰普特-专注激光技术，打造多行业“隐形冠军”_page6_图表1420年近七成激光器用于材料加工和光通信领域.jpg	根据图中的业务占比情况，哪种业务的占比最高？	材料加工与光刻	通信与光存储	科研与军事	仪器仪表与传感器	A
pg	735	data/figure/pg/2023-05-30--装修装饰-大丰实业-公司首次覆盖报告：打通全产业链，转型文体旅产业赋能的平台型企业_page12_图232018年主题公园旅游演艺票房收入占比27.jpg	根据图中的数据，哪一项业务的占比最大？	剧场旅游演艺	主题公园旅游演艺	实景旅游演艺	其他	A
pg	736	data/figure/pg/2023-01-01--化学制品-鼎际得-国产聚烯烃催化剂龙头蓄势待发_page10_图表152019年我国HDPELDPELLDPE产能占比.jpg	2019年我国HDPEDPPELLDPE产能占比中，占比最大的是哪种产品？	LDPE	LLDPE	HDPE	其他	B
pg	737	data/figure/pg/2023-09-14--美容护理-润本股份-“庖丁解牛”拆析招股书（十九）润本股份：驱蚊赛道国货龙头，婴童护理业务未来可期_page11_图表不同项目所用资金占募集资金的比例.jpg	根据图表，黄埔工厂研发及产业化项目占募集资金的比例是多少？	10%	41%	38%	11%	B
pg	738	data/figure/pg/2023-06-24--通用设备-秦川机床-公司首次覆盖报告：自主可控核心资产，老牌机床国企焕发新貌_page24_图492022年公司谐波减速器销量位列国产前三.jpg	根据图中的数据，2022年公司谐波减速器销量位列国产前三的公司是哪三家？	上海纳博特斯克、住友重机、双环传动	上海纳博特斯克、住友重机、南通振康	上海纳博特斯克、住友重机、秦川机床	上海纳博特斯克、住友重机、中大力德	A
pg	739	data/figure/pg/2022-12-28--美容护理-华熙生物-投资价值分析报告：深挖原料研发应用，布局胶原蛋白，四轮驱动再添新助力_page31_图33各厂区产能单位吨.jpg	根据饼图，哪个工厂的产能最高？	东营工厂	天津工厂	济南工厂	无法确定	C
pg	740	data/figure/pg/2022-12-31--汽车零部件-科博达-深度报告之二：打造域控制器平台型企业_page13_图14科博达2019年H1营业成本构成.jpg	科博达2019年H1营业成本中，主动电子元器件的占比是多少？	22%	17%	6%	46%	A
pg	741	data/figure/pg/2024-01-29--汽车整车-比亚迪-升级换代提升产品力，规模优势铸就护城河_page12_图表15公司销量结构中纯电与混动基本各占一半.jpg	根据图中的销量结构，哪种车型的占比最高？	PHEV	EV	EREV	其他	A
pg	742	data/figure/pg/2023-10-13--通用设备-中核科技-核电行业景气上行，公司有望乘风而起_page6_图4公司2022年主营业务构成.jpg	2022年公司主营业务中，石油石化产品的市场份额占比是多少？	34.04%	28.77%	33.62%	1.85%	A
pg	743	data/figure/pg/2023-02-13--通信设备-长飞光纤-光纤光缆龙头，多领域布局创新业务_page17_图212021年我国碳化硅下游应用构成比例.jpg	在2021年我国碳化硅下游应用构成中，新能源车的占比是多少？	38%	25%	22%	15%	A
pg	744	data/figure/pg/2022-10-12--医疗器械-联影医疗-中国大型医疗设备龙头崛起_page41_图412020中国CT市场结构.jpg	根据图中的市场结构，64排及以上CT的市场份额占比为多少？	35.00%	65.00%	50.00%	70.00%	A
pg	745	data/figure/pg/2023-12-15--化学制品-信德新材-快充元年放量在即，包覆龙头即将量利双升_page16_图表27电费在负极材料中成本占比较高.jpg	如果直接材料的成本占比增加5%，其他成本的占比将减少多少百分点？	4%	5%	6%	7%	B
pg	746	data/figure/pg/2024-02-04--化学制品-华恒生物-持续成长的合成生物学产业领军企业_page30_图表45国内13丙二醇及PTT聚酯下游需求占比情况.jpg	根据图中的需求占比情况，哪种下游需求的占比最低？	合成纤维	医药	化妆品	其他聚酯，防冻液等	B
pg	747	data/figure/pg/2023-06-12--农药兽药-绿亨科技-农药+种子双驱动企业研究_page9_图表162021年全球作物用农药市场品种结构.jpg	如果除草剂的市场价值为220亿元，那么全球作物用农药市场的总价值是多少？	500亿元	400亿元	600亿元	300亿元	A
pg	748	data/figure/pg/2022-12-06--食品饮料-伊利股份-首次覆盖报告：乳王地位稳固，核心竞争力优势明显_page15_图表272020年中国婴幼儿配方奶粉竞争格局以零售额统计.jpg	2020年中国婴幼儿配方奶粉市场中，飞鹤的市场份额与伊利相比如何？	飞鹤的市场份额高于伊利	飞鹤的市场份额低于伊利	飞鹤的市场份额等于伊利	无法确定	A
pg	749	data/figure/pg/2023-05-18--半导体-中芯国际-季报点评：产能利用率23Q2有望触底回升，关注23H2复苏进展_page2_图4公司22年下游应用领域结构情况.jpg	2022年，中芯国际下游应用领域中，智能手机的市场份额占比为多少？	27.00%	35.90%	23.00%	14.10%	A
pg	750	data/figure/pg/2022-10-12--医疗器械-联影医疗-中国大型医疗设备龙头崛起_page36_图312021年中国MR销售数量市场份额.jpg	根据图中的市场份额情况，哪个品牌的市场份额最高？	GE医疗	飞利浦医疗	联影医疗	西门子医疗	A
pg	751	data/figure/pg/2022-12-19--通信设备-锐捷网络-企业网设备新贵，中小客户解决方案能力强_page23_图482021年中国企业级路由器竞争格局单位.jpg	根据图中的市场份额情况，华为的市场份额占比是多少？	29%	53%	7%	48%	B
pg	752	data/figure/pg/2023-01-29--专用设备-格力博-新股系列专题报告：格力博新股梳理_page19_no_caption.jpg	根据图中的业务占比情况，创科实业的占比为多少？	20%	14%	10%	3%	A
pg	753	data/figure/pg/2024-01-14--家电行业-石头科技-公司深度报告：扫地机美国线下渠道实录：石头科技美国线下渠道潜力大_page5_图82023年iRobot线下销量市占率超过mathbf80.jpg	如果iRobot的线下销量市占率为81.1%，Shark、Eufy等其他品牌的市占率为15.8%，那么ECOVACS的市占率是多少？	3.10%	20.10%	10.10%	5.10%	A
pg	754	data/figure/pg/2023-12-14--石油行业-广汇能源-公司季报点评：三季度业绩承压，油气项目进入试开采阶段_page5_no_caption.jpg	根据饼图，最新季度的业绩表现中，'优于大市'的比例是多少？	89.30%	9.60%	1.10%	89.60%	A
pg	755	data/figure/pg/2023-01-10--商业百货-王府井-御政策东风，开新局之年_page25_图292019年韩国首尔本国人免税销售额构成.jpg	2019年韩国首尔前11月免税销售额中，机场店销售占比为多少？	44%	56%	30%	70%	A
pg	756	data/figure/pg/2023-12-06--汽车零部件-伯特利-首次覆盖报告：线控制动领跑者，布局底盘一体化打开成长空间_page15_图242022年中国盘式制动器市场份额情况.jpg	根据图中的市场份额情况，哪个公司的市场份额最高？	大陆集团	日立安斯泰莫	采埃孚	ADVICS	A
pg	757	data/figure/pg/2022-12-28--美容护理-华熙生物-投资价值分析报告：深挖原料研发应用，布局胶原蛋白，四轮驱动再添新助力_page9_图6疫情后问题皮肤占比.jpg	根据饼图，有皮肤问题的人群占比是多少？	36%	64%	50%	75%	B
pg	758	data/figure/pg/2023-01-19--软件开发-中科江南-财政信息化领军，乘政策东风加速发展_page13_图表212021年中科江南员工结构.jpg	根据图中的员工结构，研发人员与生产及技术服务人员的占比差距是多少？	28.40%	35.71%	14.11%	7.67%	A
pg	759	data/figure/pg/2022-10-10--医疗器械-乐普医疗-国产心血管平台型企业，创新产品布局加速_page11_图表172018年左心耳封堵器产品竞争格局.jpg	在2018年左心耳封堵器产品竞争格局中，市场份额最大的企业是？	先健科技	雅培/圣犹达	波士顿科学	其他企业	C
pg	760	data/figure/pg/2023-02-17--小金属-中国稀土-公司深度报告：中国稀土：整合开启，掌控提升_page12_图142022年离子型稀土开采控制指标折REO吨.jpg	2022年离子型稀土开采控制指标折REO吨中，中国稀土集团的占比是多少？	14.10%	17.96%	67.94%	50%	C
pg	761	data/figure/pg/2023-01-26--消费电子-拓邦股份-新能源业务快速发展，盈利改善拐点已现_page18_图412021年储能应用领域占比.jpg	根据图中的储能应用领域占比，电力储能的占比是户用储能的多少倍？	4.83倍	5倍	6倍	7倍	A
pg	762	data/figure/pg/2024-03-14--燃气-新天然气-新天然气：国内稀缺的煤层气标的，马必、紫金山放量助力高成长_page18_no_caption.jpg	根据饼图，哪个省份的煤层气标的比例最高？	贵州	陕西	山西	其他	C
pg	763	data/figure/pg/2023-07-07--贵金属-紫金矿业-资源布局加速，矿业龙头稳固_page14_图表242021年我国铜下游消费结构.jpg	如果电力行业的铜消费量减少5个百分点，其新份额是多少？	41%	36%	46%	51%	A
pg	764	data/figure/pg/2023-06-24--化纤行业-荣盛石化-公司首次覆盖报告：具备α属性的石化行业龙头，价值重估正当时_page8_图72022年公司毛利主要来自于化工及炼油板块.jpg	根据饼图，2022年公司毛利中炼油产品的占比是多少？	60.35%	37.82%	1.51%	-1.45%	A
